编码,名称,别名,药品类型,剂型,制剂规格,制剂单位,含量数值,含量单位,储藏方式,处方药,基本药物,抗菌药,抗菌药等级,抗菌药门诊可用,抗菌药需会诊审批,抗菌药允许紧急使用,抗菌药门诊疗程上限,需要皮试,皮试方式,皮试液配置方式,皮试观察分钟,皮试结果有效小时,皮试配置说明,默认剂量,默认剂量单位,默认给药途径,默认频次,慢病用药,允许单开,状态
MED-2026-W218-01,异丙托溴铵气雾剂,Ipratropium Bromide,WESTERN,AEROSOL,14g∶8.4mg,支,14,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,INHALATION,BID,否,是,ACTIVE
MED-2026-W218-02,异丙托溴铵吸入用溶液,Ipratropium Bromide,WESTERN,TABLET,2ml ∶0.5mg,片,2,ml,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W219,噻托溴铵吸入粉雾剂,Tiotropium Bromide,WESTERN,AEROSOL,18μg,支,18,μg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,INHALATION,BID,否,是,ACTIVE
MED-2026-W220-01,孟鲁司特片,Montelukast,WESTERN,TABLET,10mg,片,10,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W220-02,孟鲁司特咀嚼片,Montelukast,WESTERN,TABLET,4mg,片,4,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W220-03,孟鲁司特咀嚼片,Montelukast,WESTERN,TABLET,5mg,片,5,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W220-04,孟鲁司特颗粒,Montelukast,WESTERN,GRANULE,4mg,袋,4,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W220-05,孟鲁司特口溶膜,Montelukast,WESTERN,TABLET,4mg,片,4,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W220-06,孟鲁司特口溶膜,Montelukast,WESTERN,TABLET,5mg,片,5,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W221-01,丙酸氟替卡松吸入气雾剂,Fluticasone Propionate,WESTERN,AEROSOL,50μg/ 揿,支,50,μg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,INHALATION,BID,否,是,ACTIVE
MED-2026-W221-02,丙酸氟替卡松吸入气雾剂,Fluticasone Propionate,WESTERN,AEROSOL,125μg/ 揿,支,125,μg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,INHALATION,BID,否,是,ACTIVE
MED-2026-W221-03,丙酸氟替卡松雾化吸入用混悬液,Fluticasone Propionate,WESTERN,ORAL_LIQUID,2ml ∶0.5mg,瓶,2,ml,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W222-01,布地奈德吸入气雾剂,Budesonide,WESTERN,AEROSOL,每瓶 100 揿,支,,,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,INHALATION,BID,否,是,ACTIVE
MED-2026-W222-02,布地奈德吸入气雾剂,Budesonide,WESTERN,AEROSOL,每揿含布地奈德 200μg,支,200,μg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,INHALATION,BID,否,是,ACTIVE
MED-2026-W222-03,布地奈德每瓶 200 揿,Budesonide,WESTERN,TABLET,常规说明书规格,片,,,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W222-04,布地奈德每揿含布地奈德 100μg,Budesonide,WESTERN,TABLET,常规说明书规格,片,,,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W222-05,布地奈德吸入粉雾剂,Budesonide,WESTERN,AEROSOL,0.1mg/ 吸,支,0.1,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,INHALATION,BID,否,是,ACTIVE
MED-2026-W222-06,布地奈德0.2mg,Budesonide,WESTERN,TABLET,常规说明书规格,片,,,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W222-07,布地奈德200μg/ 吸,Budesonide,WESTERN,TABLET,常规说明书规格,片,,,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W222-08,布地奈德200 吸/ 支,Budesonide,WESTERN,TABLET,常规说明书规格,片,,,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W222-09,布地奈德雾化吸入用混悬液,Budesonide,WESTERN,ORAL_LIQUID,2ml ∶1mg,瓶,2,ml,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W223-01,布地奈德福莫特罗吸入粉雾剂,Budesonide and Formoterol,WESTERN,AEROSOL,80μg/4.5μg/吸,支,80,μg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,INHALATION,BID,否,是,ACTIVE
MED-2026-W223-02,布地奈德福莫特罗吸入粉雾剂,Budesonide and Formoterol,WESTERN,AEROSOL,160μg/4.5μg/ 吸,支,160,μg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,INHALATION,BID,否,是,ACTIVE
MED-2026-W223-03,布地奈德福莫特罗吸入粉雾剂,Budesonide and Formoterol,WESTERN,AEROSOL,320μg/9μg/ 吸,支,320,μg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,INHALATION,BID,否,是,ACTIVE
MED-2026-W224,茚达特罗格隆溴铵吸入粉雾剂,Indacaterol and Glycopyrronium,WESTERN,AEROSOL,110μg/50μg/ 粒,支,110,μg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,INHALATION,BID,否,是,ACTIVE
MED-2026-W225-01,布地格福吸入气雾剂,"Budesonide, Glycopyrronium and Formoterol",WESTERN,AEROSOL,每瓶 120 揿,支,,,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,INHALATION,BID,否,是,ACTIVE
MED-2026-W225-02,布地格福吸入气雾剂,"Budesonide, Glycopyrronium and Formoterol",WESTERN,AEROSOL,每揿含布地奈德 160μg,支,160,μg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,INHALATION,BID,否,是,ACTIVE
MED-2026-W225-03,布地格福吸入气雾剂,"Budesonide, Glycopyrronium and Formoterol",WESTERN,AEROSOL,格隆铵 7.2μg 和富马酸福莫特罗 4.8μg,支,7.2,μg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,INHALATION,BID,否,是,ACTIVE
MED-2026-W226-01,汉防己甲素片,Tetrandrine,WESTERN,TABLET,20mg,片,20,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W226-02,汉防己甲素注射液,Tetrandrine,WESTERN,INJECTION,2ml ∶30mg,支,2,ml,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,IM,BID,否,是,ACTIVE
MED-2026-W227-01,尼达尼布软胶囊,Nintedanib,WESTERN,CAPSULE,100mg,粒,100,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W227-02,尼达尼布软胶囊,Nintedanib,WESTERN,CAPSULE,150mg,粒,150,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W228,复方氢氧化铝片,Compound Aluminium Hydroxide,WESTERN,TABLET,常规说明书规格,片,,,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W229-01,雷尼替丁片,Ranitidine,WESTERN,TABLET,0.15g,片,0.15,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W229-02,雷尼替丁胶囊,Ranitidine,WESTERN,CAPSULE,0.15g,粒,0.15,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W229-03,雷尼替丁注射液,Ranitidine,WESTERN,INJECTION,2ml ∶50mg,支,2,ml,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,IM,BID,否,是,ACTIVE
MED-2026-W230-01,法莫替丁片,Famotidine,WESTERN,TABLET,20mg,片,20,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W230-02,法莫替丁胶囊,Famotidine,WESTERN,CAPSULE,20mg,粒,20,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W230-03,法莫替丁注射液,Famotidine,WESTERN,INJECTION,2ml ∶20mg,支,2,ml,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,IM,BID,否,是,ACTIVE
MED-2026-W230-04,法莫替丁注射用无菌粉末,Famotidine,WESTERN,INJECTION,20mg,支,20,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,IVGTT,BID,否,是,ACTIVE
MED-2026-W231-01,奥美拉唑肠溶（片剂、胶囊）,Omeprazole,WESTERN,CAPSULE,10mg,粒,10,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W231-02,奥美拉唑肠溶（片剂、胶囊）,Omeprazole,WESTERN,CAPSULE,20mg,粒,20,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W231-03,奥美拉唑注射用无菌粉末,Omeprazole,WESTERN,INJECTION,40mg,支,40,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,IVGTT,BID,否,是,ACTIVE
MED-2026-W232-01,艾司奥美拉唑肠溶（片剂、胶囊）,Esomeprazole,WESTERN,CAPSULE,20mg,粒,20,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W232-02,艾司奥美拉唑肠溶干混悬剂,Esomeprazole,WESTERN,ORAL_LIQUID,10mg,瓶,10,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W232-03,艾司奥美拉唑肠溶干混悬剂,Esomeprazole,WESTERN,ORAL_LIQUID,20mg,瓶,20,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W232-04,艾司奥美拉唑肠溶干混悬剂,Esomeprazole,WESTERN,ORAL_LIQUID,40mg,瓶,40,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W232-05,艾司奥美拉唑注射用无菌粉末,Esomeprazole,WESTERN,INJECTION,40mg,支,40,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,IVGTT,BID,否,是,ACTIVE
MED-2026-W233-01,雷贝拉唑肠溶片,Rabeprazole,WESTERN,TABLET,10mg,片,10,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W233-02,雷贝拉唑肠溶片,Rabeprazole,WESTERN,TABLET,20mg,片,20,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W234-01,枸橼酸铋钾片,Bismuth Potassium Citrate,WESTERN,TABLET,0.3g（含 0.11g 铋）,片,0.3,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W234-02,枸橼酸铋钾胶囊,Bismuth Potassium Citrate,WESTERN,CAPSULE,0.3g（含 0.11g 铋）,粒,0.3,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W234-03,枸橼酸铋钾颗粒,Bismuth Potassium Citrate,WESTERN,GRANULE,每袋 含 0.11g 铋,袋,0.11,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W235-01,胶体果胶铋胶囊,Colloidal Bismuth Pectin,WESTERN,CAPSULE,50mg,粒,50,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W235-02,胶体果胶铋胶囊,Colloidal Bismuth Pectin,WESTERN,CAPSULE,100mg（以铋计）,粒,100,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W235-03,胶体果胶铋颗粒,Colloidal Bismuth Pectin,WESTERN,GRANULE,150mg（以铋计）,袋,150,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W236,铝碳酸镁咀嚼片,Hydrotalcite,WESTERN,TABLET,0.5g,片,0.5,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W237-01,乳酶生片,Lactasin,WESTERN,TABLET,0.15g,片,0.15,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W237-02,乳酶生片,Lactasin,WESTERN,TABLET,0.3g,片,0.3,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W238-01,胰酶肠溶片,Pancreatin,WESTERN,TABLET,300mg,片,300,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W238-02,胰酶肠溶胶囊,Pancreatin,WESTERN,CAPSULE,150mg,粒,150,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W239-01,山莨菪碱片剂（含消旋）,Anisodamine,WESTERN,TABLET,5mg,片,5,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W239-02,山莨菪碱片剂（含消旋）,Anisodamine,WESTERN,TABLET,10mg,片,10,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W239-03,山莨菪碱注射液（含消旋）,Anisodamine,WESTERN,INJECTION,1ml ∶2mg,支,1,ml,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,IM,BID,否,是,ACTIVE
MED-2026-W239-04,山莨菪碱注射液（含消旋）,Anisodamine,WESTERN,INJECTION,1ml ∶10mg,支,1,ml,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,IM,BID,否,是,ACTIVE
MED-2026-W240-01,阿托品片,Atropine,WESTERN,TABLET,0.3mg,片,0.3,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W240-02,阿托品注射液,Atropine,WESTERN,INJECTION,1ml ∶0.5mg,支,1,ml,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,IM,BID,否,是,ACTIVE
MED-2026-W240-03,阿托品注射液,Atropine,WESTERN,INJECTION,1ml ∶1mg,支,1,ml,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,IM,BID,否,是,ACTIVE
MED-2026-W240-04,阿托品注射液,Atropine,WESTERN,INJECTION,1ml ∶5mg,支,1,ml,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,IM,BID,否,是,ACTIVE
MED-2026-W240-05,阿托品注射液,Atropine,WESTERN,INJECTION,2ml ∶1mg,支,2,ml,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,IM,BID,否,是,ACTIVE
MED-2026-W241,多潘立酮片,Domperidone,WESTERN,TABLET,10mg,片,10,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W242-01,甲氧氯普胺片,Metoclopramide,WESTERN,TABLET,5mg,片,5,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W242-02,甲氧氯普胺注射液,Metoclopramide,WESTERN,INJECTION,1ml ∶10mg,支,1,ml,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,IM,BID,否,是,ACTIVE
MED-2026-W242-03,甲氧氯普胺注射液,Metoclopramide,WESTERN,INJECTION,2ml ∶10mg,支,2,ml,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,IM,BID,否,是,ACTIVE
MED-2026-W243,莫沙必利片,Mosapride,WESTERN,TABLET,5mg,片,5,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W244,匹维溴铵片,Pinaverium Bromide,WESTERN,TABLET,50mg,片,50,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W245-01,昂丹司琼片,Ondansetron,WESTERN,TABLET,4mg,片,4,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W245-02,昂丹司琼片,Ondansetron,WESTERN,TABLET,8mg,片,8,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W245-03,昂丹司琼注射液,Ondansetron,WESTERN,INJECTION,2ml ∶4mg,支,2,ml,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,IM,BID,否,是,ACTIVE
MED-2026-W245-04,昂丹司琼注射液,Ondansetron,WESTERN,INJECTION,4ml ∶8mg,支,4,ml,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,IM,BID,否,是,ACTIVE
MED-2026-W246,开塞露灌肠剂（含甘油、山梨醇）,Enema,WESTERN,ORAL_LIQUID,常规说明书规格,瓶,,,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W247-01,乳果糖口服溶液剂,Lactulose,WESTERN,ORAL_LIQUID,15ml ∶10g,瓶,15,ml,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W247-02,乳果糖口服溶液剂,Lactulose,WESTERN,ORAL_LIQUID,100ml ∶66.7g,瓶,100,ml,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W247-03,乳果糖口服溶液剂,Lactulose,WESTERN,ORAL_LIQUID,200ml ∶133.4g,瓶,200,ml,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W248,洛哌丁胺胶囊,Loperamide,WESTERN,CAPSULE,2mg,粒,2,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W249,蒙脱石散,Montmorillonite,WESTERN,POWDER,3g,袋,3,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W250,聚乙二醇散,Macrogol,WESTERN,POWDER,常规说明书规格,袋,,,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W251,精氨酸注射液,Arginine,WESTERN,INJECTION,20ml ∶5g,支,20,ml,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,IM,BID,否,是,ACTIVE
MED-2026-W252-01,联苯双酯片,Bifendate,WESTERN,TABLET,25mg,片,25,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W252-02,联苯双酯滴丸剂,Bifendate,WESTERN,OTHER,1.5mg,丸,1.5,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W253,甘草酸二铵胶囊,Diammonium Glycyrrhizinate,WESTERN,CAPSULE,50mg,粒,50,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W254-01,水飞蓟素片,Silymarin,WESTERN,TABLET,70mg,片,70,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W254-02,水飞蓟素胶囊,Silymarin,WESTERN,CAPSULE,140mg,粒,140,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W255-01,多烯磷脂酰胆碱胶囊,Polyene Phosphatidylcholine,WESTERN,CAPSULE,228mg,粒,228,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W255-02,多烯磷脂酰胆碱注射液,Polyene Phosphatidylcholine,WESTERN,INJECTION,5ml ∶232.5mg,支,5,ml,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,IM,BID,否,是,ACTIVE
MED-2026-W256-01,地衣芽孢杆菌活菌胶囊,"Bacillus Licheniformis, Live",WESTERN,CAPSULE,0.25g,粒,0.25,g,REFRIGERATED,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W256-02,地衣芽孢杆菌活菌颗粒,"Bacillus Licheniformis, Live",WESTERN,GRANULE,0.5g,袋,0.5,g,REFRIGERATED,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W257,枯草杆菌二联活菌肠溶胶囊,Live Combined Bacillus Subtilis and Enterociccus Faecium,WESTERN,CAPSULE,250mg,粒,250,mg,REFRIGERATED,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W258-01,双歧杆菌三联活菌胶囊,Bifid Triple Viable,WESTERN,CAPSULE,0.21g,粒,0.21,g,REFRIGERATED,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W258-02,双歧杆菌三联活菌肠溶胶囊,Bifid Triple Viable,WESTERN,CAPSULE,0.21g,粒,0.21,g,REFRIGERATED,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W259,双歧杆菌四联活菌片,"Combined Bifidobacterium, Lactobacillus, Enterococcus and Bacillus Cereus, Live",WESTERN,TABLET,0.5g,片,0.5,g,REFRIGERATED,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W260-01,熊去氧胆酸片,UrsodeoxycholicAcid,WESTERN,TABLET,50mg,片,50,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W260-02,熊去氧胆酸片,UrsodeoxycholicAcid,WESTERN,TABLET,250mg,片,250,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W260-03,熊去氧胆酸胶囊,UrsodeoxycholicAcid,WESTERN,CAPSULE,250mg,粒,250,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W260-04,熊去氧胆酸混悬液,UrsodeoxycholicAcid,WESTERN,ORAL_LIQUID,250ml ∶12.5g,瓶,250,ml,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W261-01,柳氮磺吡啶肠溶片,Sulfasalazine,WESTERN,TABLET,0.25g,片,0.25,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W261-02,柳氮磺吡啶栓,Sulfasalazine,WESTERN,SUPPOSITORY,0.5g,枚,0.5,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,RECTAL,BID,否,是,ACTIVE
MED-2026-W262-01,呋塞米片,Furosemide,WESTERN,TABLET,20mg,片,20,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W262-02,呋塞米注射液,Furosemide,WESTERN,INJECTION,2ml ∶20mg,支,2,ml,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,IM,BID,否,是,ACTIVE
MED-2026-W263-01,托拉塞米片,Torasemide,WESTERN,TABLET,5mg,片,5,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W263-02,托拉塞米片,Torasemide,WESTERN,TABLET,10mg,片,10,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W263-03,托拉塞米片,Torasemide,WESTERN,TABLET,20mg,片,20,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W263-04,托拉塞米注射液,Torasemide,WESTERN,INJECTION,2ml ∶10mg,支,2,ml,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,IM,BID,否,是,ACTIVE
MED-2026-W263-05,托拉塞米注射液,Torasemide,WESTERN,INJECTION,4ml ∶20mg,支,4,ml,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,IM,BID,否,是,ACTIVE
MED-2026-W264-01,氢氯噻嗪片,Hydrochlorothiazide,WESTERN,TABLET,6.25mg,片,6.25,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W264-02,氢氯噻嗪片,Hydrochlorothiazide,WESTERN,TABLET,10mg,片,10,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W264-03,氢氯噻嗪片,Hydrochlorothiazide,WESTERN,TABLET,25mg,片,25,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W265-01,螺内酯片,Spironolactone,WESTERN,TABLET,12mg,片,12,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
MED-2026-W265-02,螺内酯片,Spironolactone,WESTERN,TABLET,20mg,片,20,mg,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,BID,否,是,ACTIVE
