编码,名称,别名,药品类型,剂型,制剂规格,制剂单位,含量数值,含量单位,储藏方式,处方药,基本药物,抗菌药,抗菌药等级,需要皮试,默认剂量,默认剂量单位,默认给药途径,默认频次,慢病用药,允许单开,状态
MED-2026-T020-02,一清颗粒（胶囊）,YQKLJN,CHINESE_PATENT,CAPSULE,每粒装 0.5g,粒,0.5,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T021,板蓝根颗粒颗粒剂,BLGKL,CHINESE_PATENT,GRANULE,每袋装 3g（相当于饮片 7g）、5g（相当于饮片 7g）、10g （相当于饮片14g）,袋,3,g,ROOM_TEMPERATURE,否,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T022,金叶败毒颗粒颗粒剂,JYBDKL,CHINESE_PATENT,GRANULE,每袋装 10g,袋,10,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T023,疏风解毒胶囊,SFJDJN,CHINESE_PATENT,CAPSULE,每粒装 0.52g（相当于饮片 2.7g）,粒,0.52,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T024-01,清热解毒颗粒（口服液）（颗粒剂）,QRJDKLKFY,CHINESE_PATENT,GRANULE,每袋装 5g 、9g、 18g,袋,5,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T024-02,清热解毒颗粒（口服液）（合剂）,QRJDKLKFY,CHINESE_PATENT,ORAL_LIQUID,每支装 10ml,瓶,10,ml,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T025,复方黄黛片片剂,FFHDP,CHINESE_PATENT,TABLET,每片重 0.27g,片,0.27,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T026,唐草片片剂,TCP,CHINESE_PATENT,TABLET,每片重 0.4g,片,0.4,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T027-01,清热八味胶囊（散、丸）,QRBWJNSW,CHINESE_PATENT,CAPSULE,每粒装 0.3g（相当于饮片 1.134g）,粒,0.3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T027-02,清热八味胶囊（散、丸）（散剂）,QRBWJNSW,CHINESE_PATENT,POWDER,每袋装 15g,袋,15,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T027-03,清热八味胶囊（散、丸）（丸剂）,QRBWJNSW,CHINESE_PATENT,OTHER,每 10 粒重 2g,丸,2,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T028,热炎宁合剂,RYNHJ,CHINESE_PATENT,ORAL_LIQUID,每 1ml 相当于饮片1.30g,瓶,1,ml,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T029-01,保济丸（口服液）（丸剂）,BJWKFY,CHINESE_PATENT,OTHER,每瓶装 1.85g 、3.7g,丸,1.85,g,ROOM_TEMPERATURE,否,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T029-02,保济丸（口服液）（合剂）,BJWKFY,CHINESE_PATENT,ORAL_LIQUID,每 1ml 相当于饮片0.187g,瓶,1,ml,ROOM_TEMPERATURE,否,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T030-01,藿香正气水（口服液、软胶囊）（酊剂）,HXZQSKFYRJN,CHINESE_PATENT,OTHER,每支装 10ml；每,盒,10,ml,ROOM_TEMPERATURE,否,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T030-02,藿香正气水（口服液、软胶囊）（合剂）,HXZQSKFYRJN,CHINESE_PATENT,ORAL_LIQUID,1ml 相当于饮片 0.66g，含甘草浸膏 9.76mg、广藿香油 0.78μl、紫苏叶油 0.39μl合剂：每支装10ml；每 1ml相当于饮片 0.66g，含甘草浸膏 10mg、含广藿香油0.8μl、含紫苏叶油 0.4μl,瓶,1,ml,ROOM_TEMPERATURE,否,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T030-03,藿香正气水（口服液、软胶囊）,HXZQSKFYRJN,CHINESE_PATENT,CAPSULE,每粒装 0.45g,粒,0.45,g,ROOM_TEMPERATURE,否,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T031,十滴水酊剂,SDS,CHINESE_PATENT,OTHER,每瓶（支）装 5ml、 10ml 、100ml 、500ml ；每1ml 相当于饮片 0.07g，含樟脑 25mg、桉油 12.5μl,盒,5,ml,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T032,四妙丸丸剂,SMW,CHINESE_PATENT,OTHER,每 15 粒重 1g,丸,1,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T033-01,双黄连合剂（口服液、颗粒、胶囊、片）,SHLHJKFYKLJNP,CHINESE_PATENT,ORAL_LIQUID,每瓶装100ml；每支装 10ml（相当于饮片 7.5g）、 20ml； 每 1ml 相当于饮片1.5g 、3.0g,瓶,100,ml,ROOM_TEMPERATURE,否,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T033-02,双黄连合剂（口服液、颗粒、胶囊、片）（颗粒剂）,SHLHJKFYKLJNP,CHINESE_PATENT,GRANULE,每袋装 5g（相当于净饮片 15g），每袋装 5g （相当于净饮片 30g）,袋,5,g,ROOM_TEMPERATURE,否,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T033-03,双黄连合剂（口服液、颗粒、胶囊、片）,SHLHJKFYKLJNP,CHINESE_PATENT,CAPSULE,每粒装 0.4g,粒,0.4,g,ROOM_TEMPERATURE,否,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T033-04,双黄连合剂（口服液、颗粒、胶囊、片）（片剂）,SHLHJKFYKLJNP,CHINESE_PATENT,TABLET,每片重 0.53g,片,0.53,g,ROOM_TEMPERATURE,否,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T034-01,银黄口服液（颗粒、胶囊、片）（合剂）,YHKFYKLJNP,CHINESE_PATENT,ORAL_LIQUID,每支装 10ml；每 1ml 含金银花提取物（以绿原酸计）2.4mg，含黄芩提取物（以黄芩苷计） 24mg,瓶,10,ml,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T034-02,银黄口服液（颗粒、胶囊、片）（颗粒剂）,YHKFYKLJNP,CHINESE_PATENT,GRANULE,每袋装 2g、4g（含金银花提取物 0.4g，黄芩提取物 0.16g）,袋,2,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T034-03,银黄口服液（颗粒、胶囊、片）,YHKFYKLJNP,CHINESE_PATENT,CAPSULE,每粒装 0.3g（含提取物 0.14g）,粒,0.3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T034-04,银黄口服液（颗粒、胶囊、片）（片剂）,YHKFYKLJNP,CHINESE_PATENT,TABLET,每片重 0.25g,片,0.25,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T035-01,茵栀黄口服液（颗粒）（合剂）,YZHKFYKL,CHINESE_PATENT,ORAL_LIQUID,每支装 10ml（含黄芩苷 0.4g）,瓶,10,ml,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T035-02,茵栀黄口服液（颗粒）（颗粒剂）,YZHKFYKL,CHINESE_PATENT,GRANULE,每袋装 3g,袋,3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T036,复方黄连素片片剂,FFHLSP,CHINESE_PATENT,TABLET,每片含盐酸小檗碱30mg,片,30,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T037-01,连花清瘟胶囊（颗粒）,LHQWJNKL,CHINESE_PATENT,CAPSULE,每粒装 0.35g,粒,0.35,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T037-02,连花清瘟胶囊（颗粒）（颗粒剂）,LHQWJNKL,CHINESE_PATENT,GRANULE,每袋装 6g,袋,6,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T038,香连丸丸剂,XLW,CHINESE_PATENT,OTHER,每 6 丸相当于原生药 3g，每 10 丸重 1.5g，每12 丸重约 1g，每 20 丸重1g，每 100 粒重 3g （相当于饮片 3g）,丸,3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T039-01,金芪降糖片（胶囊、颗粒）（片剂）,JQJTPJNKL,CHINESE_PATENT,TABLET,每片重 0.56g,片,0.56,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T039-02,金芪降糖片（胶囊、颗粒）,JQJTPJNKL,CHINESE_PATENT,CAPSULE,每粒装 0.4g,粒,0.4,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T039-03,金芪降糖片（胶囊、颗粒）（颗粒剂）,JQJTPJNKL,CHINESE_PATENT,GRANULE,每袋装 5g,袋,5,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T040-01,附子理中丸（片）（丸剂）,FZLZWP,CHINESE_PATENT,OTHER,每丸重 9g，每 8 丸相当于原生药 3g，每袋装6g,丸,9,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T040-02,附子理中丸（片）（片剂）,FZLZWP,CHINESE_PATENT,TABLET,每片重 0.25g（相当于饮片 0.43g）,片,0.25,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T041-01,香砂养胃丸（颗粒、片）（丸剂）,XSYWWKLP,CHINESE_PATENT,OTHER,每 8 丸相当于原药材（原生药、饮片）3g，每袋装 9g,丸,3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T041-02,香砂养胃丸（颗粒、片）（颗粒剂）,XSYWWKLP,CHINESE_PATENT,GRANULE,每袋装 5g,袋,5,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T041-03,香砂养胃丸（颗粒、片）（片剂）,XSYWWKLP,CHINESE_PATENT,TABLET,每片重 0.6g,片,0.6,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T042-01,香砂平胃丸（颗粒）（丸剂）,XSPWWKL,CHINESE_PATENT,OTHER,每袋（瓶）装 6g,丸,6,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T042-02,香砂平胃丸（颗粒）（颗粒剂）,XSPWWKL,CHINESE_PATENT,GRANULE,每袋装 5g 、10g,袋,5,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T043,理中丸丸剂,LZW,CHINESE_PATENT,OTHER,每丸重 9g，每 8 丸相当于原药材 3g,丸,9,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T044,参麦注射液,CMZSY,CHINESE_PATENT,INJECTION,每支装 10ml、 20ml，每瓶装 50ml、100ml,支,10,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,TID,否,是,ACTIVE
MED-2026-T045-01,生脉饮（颗粒、胶囊、注射液）（合剂）,SMYKLJNZSY,CHINESE_PATENT,ORAL_LIQUID,每支装 10ml,瓶,10,ml,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T045-02,生脉饮（颗粒、胶囊、注射液）（颗粒剂）,SMYKLJNZSY,CHINESE_PATENT,GRANULE,每袋装 2g 、10g,袋,2,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T045-03,生脉饮（颗粒、胶囊、注射液）,SMYKLJNZSY,CHINESE_PATENT,CAPSULE,每粒装 0.3g 、0.35g,粒,0.3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T045-04,生脉饮（颗粒、胶囊、注射液）,SMYKLJNZSY,CHINESE_PATENT,INJECTION,每支装 10ml、 20ml,支,10,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,TID,否,是,ACTIVE
MED-2026-T046,稳心颗粒颗粒剂,WXKL,CHINESE_PATENT,GRANULE,每袋装 5g（每 1g相当于饮片 1.8g）、9g（每1g 相当于饮片 1.0g）,袋,5,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T047-01,通宣理肺丸（颗粒、胶囊、片）（丸剂）,TXLFWKLJNP,CHINESE_PATENT,OTHER,每丸重 6g，每 8 丸相当于原药材 3g，每 100丸重 10g,丸,6,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T047-02,通宣理肺丸（颗粒、胶囊、片）（颗粒剂）,TXLFWKLJNP,CHINESE_PATENT,GRANULE,每袋装 3g（相当于饮片 9.3g）、9g,袋,3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T047-03,通宣理肺丸（颗粒、胶囊、片）,TXLFWKLJNP,CHINESE_PATENT,CAPSULE,每粒装 0.36g,粒,0.36,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T047-04,通宣理肺丸（颗粒、胶囊、片）（片剂）,TXLFWKLJNP,CHINESE_PATENT,TABLET,每片重 0.3g,片,0.3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T048,寒喘祖帕颗粒颗粒剂,HCZPKL,CHINESE_PATENT,GRANULE,每袋装 6g（每 1g相当于饮片 1.53g）、10g（每1g 相当于饮片 0.918g）、 12g（每 1g 相当于饮片0.765g）,袋,6,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T049,蛇胆川贝液合剂,SDCBY,CHINESE_PATENT,ORAL_LIQUID,糖浆剂、合剂：每支装 10ml，每 1ml 相当于饮片0.085g,瓶,10,ml,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T050-01,橘红丸（颗粒、胶囊、片）（丸剂）,JHWKLJNP,CHINESE_PATENT,OTHER,每丸重 6g，每 100丸重 10g,丸,6,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T050-02,橘红丸（颗粒、胶囊、片）（颗粒剂）,JHWKLJNP,CHINESE_PATENT,GRANULE,每袋装 11g（相当于原生药 7g）,袋,11,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T050-03,橘红丸（颗粒、胶囊、片）,JHWKLJNP,CHINESE_PATENT,CAPSULE,每粒装 0.5g,粒,0.5,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T050-04,橘红丸（颗粒、胶囊、片）（片剂）,JHWKLJNP,CHINESE_PATENT,TABLET,每片重 0.6g,片,0.6,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T051-01,急支糖浆（颗粒）（糖浆剂）,JZTJKL,CHINESE_PATENT,ORAL_LIQUID,每 1ml 相当于饮片 0.66g,瓶,1,ml,COOL,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T051-02,急支糖浆（颗粒）（颗粒剂）,JZTJKL,CHINESE_PATENT,GRANULE,每 1g 相当于饮片3.96g,袋,1,g,COOL,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T052-01,肺力咳合剂（胶囊）,FLKHJJN,CHINESE_PATENT,ORAL_LIQUID,每 1ml 相当于饮片0.187g,瓶,1,ml,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T052-02,肺力咳合剂（胶囊）,FLKHJJN,CHINESE_PATENT,CAPSULE,每粒装 0.3g,粒,0.3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T053-01,养阴清肺丸（膏、颗粒）（丸剂）,YYQFWGKL,CHINESE_PATENT,OTHER,每丸重 9g，每 100粒重 10g,丸,9,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T053-02,养阴清肺丸（膏、颗粒）（煎膏剂）,YYQFWGKL,CHINESE_PATENT,ORAL_LIQUID,每瓶装50g、150g，每瓶装 80ml、100ml,瓶,50,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T053-03,养阴清肺丸（膏、颗粒）（颗粒剂）,YYQFWGKL,CHINESE_PATENT,GRANULE,每袋装 15g,袋,15,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T054-01,二母宁嗽丸（颗粒、片）（丸剂）,EMNSWKLP,CHINESE_PATENT,OTHER,每丸重 9g（相当于饮片 4g），每 100 丸重 10g颗粒剂：每袋装 3g 、10g,丸,9,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T054-02,二母宁嗽丸（颗粒、片）（片剂）,EMNSWKLP,CHINESE_PATENT,TABLET,每片重 0.55g,片,0.55,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T055,润肺膏煎膏剂,RFG,CHINESE_PATENT,ORAL_LIQUID,每 1g 相当于饮片 20mg，含莱阳梨清膏485mg,瓶,1,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T056-01,"强力枇杷膏（蜜炼）、
强力枇杷露（煎膏剂（膏滋）：每瓶装180g 、240）",QLPPGMLQLPPL,CHINESE_PATENT,ORAL_LIQUID,煎膏剂（膏滋）：每瓶装180g 、240g 、300g,瓶,180,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T056-02,"强力枇杷膏（蜜炼）、
强力枇杷露（糖浆剂）",QLPPGMLQLPPL,CHINESE_PATENT,ORAL_LIQUID,每瓶装 100ml、 150ml 、250ml 、330ml；每 1ml 相当于饮片 0. 155g，含薄荷脑 0.15mg,瓶,100,ml,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T057,杏贝止咳颗粒颗粒剂,XBZKKL,CHINESE_PATENT,GRANULE,每 1g 相当于饮片4.416g,袋,1,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T058,苏黄止咳胶囊,SHZKJN,CHINESE_PATENT,CAPSULE,每粒装 0.45g,粒,0.45,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T059-01,蛤蚧定喘丸（胶囊）（丸剂）,GJDCWJN,CHINESE_PATENT,OTHER,每丸重 9g，每 60丸重 9g,丸,9,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T059-02,蛤蚧定喘丸（胶囊）,GJDCWJN,CHINESE_PATENT,CAPSULE,每粒装 0.5g（相当于饮片 1.57g）,粒,0.5,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T060-01,桂龙咳喘宁胶囊（片）,GLKCNJNP,CHINESE_PATENT,CAPSULE,每粒装 0.5g（相当于饮片 1.67g）,粒,0.5,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T060-02,桂龙咳喘宁胶囊（片）（片剂）,GLKCNJNP,CHINESE_PATENT,TABLET,每片重 0.33g（相当于原药材 1g）、0.34g（相当于原药材 1g）、0.41g 、 0.54g,片,0.33,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T061-01,固本咳喘片（颗粒、胶囊）（片剂）,GBKCPKLJN,CHINESE_PATENT,TABLET,每片重 0.4g,片,0.4,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T061-02,固本咳喘片（颗粒、胶囊）（颗粒剂）,GBKCPKLJN,CHINESE_PATENT,GRANULE,每袋装 2g,袋,2,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T061-03,固本咳喘片（颗粒、胶囊）,GBKCPKLJN,CHINESE_PATENT,CAPSULE,每粒装 0.4g（相当于饮片 0.854g）,粒,0.4,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T062,安宫牛黄丸丸剂,AGNHW,CHINESE_PATENT,OTHER,每丸重 3g,丸,3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T063-01,"清开灵颗粒（胶囊、
软胶囊、片、注射液）（颗粒剂）",QKLKLJNRJNPZSY,CHINESE_PATENT,GRANULE,每袋装 3g（含黄芩苷 20mg）,袋,3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T063-02,"清开灵颗粒（胶囊、
软胶囊、片、注射液）",QKLKLJNRJNPZSY,CHINESE_PATENT,CAPSULE,每粒装 0.25g（含黄芩苷 10mg）,粒,0.25,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T063-03,"清开灵颗粒（胶囊、
软胶囊、片、注射液）",QKLKLJNRJNPZSY,CHINESE_PATENT,CAPSULE,每粒装 0.2g（含黄芩苷 10mg）、0.4g（含黄芩苷 20mg）,粒,0.2,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T063-04,"清开灵颗粒（胶囊、
软胶囊、片、注射液）（片剂）",QKLKLJNRJNPZSY,CHINESE_PATENT,TABLET,每片重 0.5g（含黄芩苷 20mg）,片,0.5,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T063-05,"清开灵颗粒（胶囊、
软胶囊、片、注射液）",QKLKLJNRJNPZSY,CHINESE_PATENT,INJECTION,每支装2ml、10ml,支,2,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,TID,否,是,ACTIVE
MED-2026-T064,安脑丸丸剂,ANW,CHINESE_PATENT,OTHER,每丸重 3g，每 11 丸重 3g,丸,3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T065,珍黄安宫片片剂,ZHAGP,CHINESE_PATENT,TABLET,每片重 0.24g、0.245g,片,0.24,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T066,七十味珍珠丸丸剂,QSWZZW,CHINESE_PATENT,OTHER,每丸重 1g，每 30 丸重 1g,丸,1,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T067,苏合香丸丸剂,SHXW,CHINESE_PATENT,OTHER,每丸重 2.4g、3g（相当于饮片 1.54g）,丸,2.4,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T068,礞石滚痰丸丸剂,MSGTW,CHINESE_PATENT,OTHER,每袋（瓶）装 6g,丸,6,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T069-01,补中益气丸（颗粒）（丸剂）,BZYQWKL,CHINESE_PATENT,OTHER,每丸重 9g，每 8 丸相当于原生药 3g，每袋装6g,丸,9,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T069-02,补中益气丸（颗粒）（颗粒剂）,BZYQWKL,CHINESE_PATENT,GRANULE,每袋装 3g,袋,3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T070-01,参苓白术散（丸、颗粒）（散剂）,CLBZSWKL,CHINESE_PATENT,POWDER,每袋装 3g 、6g，每1g 相当于饮片 1g,袋,3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T070-02,参苓白术散（丸、颗粒）（丸剂）,CLBZSWKL,CHINESE_PATENT,OTHER,每 100 粒重 6g,丸,6,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T070-03,参苓白术散（丸、颗粒）（颗粒剂）,CLBZSWKL,CHINESE_PATENT,GRANULE,每袋装 3g 、6g,袋,3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T071-01,肾衰宁胶囊（片、颗粒）,SSNJNPKL,CHINESE_PATENT,CAPSULE,每粒装 0.35g,粒,0.35,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T071-02,肾衰宁胶囊（片、颗粒）（片剂）,SSNJNPKL,CHINESE_PATENT,TABLET,每片重 0.36g、0.43g （相当于饮片 2.4g）,片,0.36,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T071-03,肾衰宁胶囊（片、颗粒）（颗粒剂）,SSNJNPKL,CHINESE_PATENT,GRANULE,每袋装 5g,袋,5,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T072,香砂六君丸丸剂,XSLJW,CHINESE_PATENT,OTHER,每 8 丸相当于原生药 3g，每 100 粒重 6g，每袋装 6g,丸,3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T073,安胃疡胶囊,AWYJN,CHINESE_PATENT,CAPSULE,每粒含黄酮类化合物 0.2g,粒,0.2,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T074,益气和胃胶囊,YQHWJN,CHINESE_PATENT,CAPSULE,每粒装 0.5g,粒,0.5,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T075,摩罗丹丸剂,MLD,CHINESE_PATENT,OTHER,每丸重 9g，每 16 丸重 1.84g（相当于生药材 4.5g），每 55 粒重约 9g,丸,9,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T076-01,胃复春片（胶囊）（片剂）,WFCPJN,CHINESE_PATENT,TABLET,每片重 0.36g,片,0.36,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T076-02,胃复春片（胶囊）,WFCPJN,CHINESE_PATENT,CAPSULE,每粒装 0.35g,粒,0.35,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
